,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,maturity,type,S
385,SPY260630C00770000,2026-01-09 15:07:11+00:00,770.0,3.76,4.11,4.15,-0.03999996,-1.0526305,3.0,539.0,0.1323023782348633,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
386,SPY260630C00775000,2026-01-09 15:02:29+00:00,775.0,3.32,3.45,3.49,0.16999984,5.39682,9.0,329.0,0.13115798049926758,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
387,SPY260630C00780000,2026-01-09 20:21:24+00:00,780.0,3.0,2.89,2.92,0.3900001,14.942533,33.0,428.0,0.13008987594604488,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
388,SPY260630C00785000,2026-01-08 17:22:04+00:00,785.0,2.39,2.41,2.44,0.1400001,6.2222266,10.0,767.0,0.1292201336669922,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
389,SPY260630C00790000,2026-01-09 17:33:07+00:00,790.0,2.09,2.02,2.04,0.21999991,11.764701,4.0,432.0,0.12854875366210936,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
390,SPY260630C00795000,2026-01-07 15:45:48+00:00,795.0,1.73,1.68,1.71,-0.13,-6.9892473,96.0,561.0,0.1281215118408203,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
391,SPY260630C00800000,2026-01-09 20:29:14+00:00,800.0,1.48,1.4,1.43,0.13,9.629629,72.0,2684.0,0.1277553045654297,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
392,SPY260630C00805000,2026-01-06 19:58:53+00:00,805.0,1.29,1.17,1.2,0.0,0.0,10.0,419.0,0.12757220092773439,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
393,SPY260630C00810000,2026-01-09 14:49:00+00:00,810.0,1.01,0.98,1.01,0.110000014,12.222224,3.0,653.0,0.12757220092773439,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
394,SPY260630C00815000,2026-01-09 18:33:12+00:00,815.0,0.85,0.82,0.85,0.02000004,2.4096434,1.0,767.0,0.1276332354736328,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
395,SPY260630C00820000,2026-01-09 19:37:28+00:00,820.0,0.73,0.7,0.71,0.08000004,12.307699,21.0,660.0,0.12757220092773439,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
396,SPY260630C00825000,2026-01-09 18:34:57+00:00,825.0,0.61,0.59,0.61,-0.089999974,-12.85714,11.0,515.0,0.12818254638671872,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
397,SPY260630C00830000,2026-01-09 17:34:33+00:00,830.0,0.51,0.5,0.52,0.03999999,8.510636,2.0,381.0,0.12860978820800778,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
398,SPY260630C00835000,2026-01-08 15:42:03+00:00,835.0,0.42,0.43,0.45,0.0,0.0,150.0,648.0,0.1294032373046875,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
399,SPY260630C00840000,2026-01-09 18:54:39+00:00,840.0,0.38,0.37,0.39,0.049999982,15.151509,1.0,1812.0,0.13013565185546871,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
400,SPY260630C00845000,2026-01-08 18:40:33+00:00,845.0,0.29,0.32,0.34,0.0,0.0,3.0,1127.0,0.13099013549804686,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
401,SPY260630C00850000,2026-01-09 15:43:11+00:00,850.0,0.28,0.28,0.29,0.00999999,3.7037,4.0,678.0,0.13147841186523437,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
402,SPY260630C00855000,2026-01-07 17:04:04+00:00,855.0,0.29,0.24,0.26,0.0,0.0,20.0,393.0,0.132821171875,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
403,SPY260630C00860000,2026-01-07 17:36:25+00:00,860.0,0.28,0.21,0.23,0.0,0.0,4.0,371.0,0.13391979370117188,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
404,SPY260630C00865000,2026-01-07 17:36:25+00:00,865.0,0.24,0.19,0.21,0.0,0.0,5.0,161.0,0.1355066918945313,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
405,SPY260630C00870000,2026-01-09 15:05:50+00:00,870.0,0.17,0.17,0.19,-0.03999999,-19.047615,1.0,3699.0,0.1368494519042969,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
406,SPY260918C00300000,2026-01-02 14:30:03+00:00,300.0,390.07,398.38,401.72,0.0,0.0,1.0,622.0,0.6382482464599608,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
407,SPY260918C00305000,2025-06-25 18:06:19+00:00,305.0,313.6,365.13,369.0,0.0,0.0,,164.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
408,SPY260918C00310000,2025-11-14 14:30:01+00:00,310.0,361.95,386.97,390.27,0.0,0.0,3.0,203.0,0.5797771514892578,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
409,SPY260918C00315000,2025-12-01 15:25:13+00:00,315.0,371.62,381.9,385.44,0.0,0.0,101.0,294.0,0.5709271423339843,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
410,SPY260918C00320000,2026-01-08 20:42:18+00:00,320.0,376.16,379.09,382.43,0.0,0.0,1.0,137.0,0.6104775280761721,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
411,SPY260918C00325000,2025-11-26 16:55:49+00:00,325.0,363.61,372.34,375.77,0.0,0.0,1.0,102.0,0.5607038558959961,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
412,SPY260918C00330000,2025-12-26 17:40:20+00:00,330.0,367.14,369.45,372.8,0.0,0.0,21.0,193.0,0.5967752725219727,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
413,SPY260918C00335000,2025-09-22 19:16:09+00:00,335.0,344.25,0.0,0.0,0.0,0.0,1.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
414,SPY260918C00340000,2026-01-02 16:27:20+00:00,340.0,349.74,359.82,363.17,0.0,0.0,3.0,9.0,0.5831950860595703,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
415,SPY260918C00345000,2026-01-02 15:48:06+00:00,345.0,347.18,355.01,358.36,0.0,0.0,7.0,7.0,0.5764812860107422,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
416,SPY260918C00350000,2025-12-08 15:00:54+00:00,350.0,343.75,350.2,353.5,0.0,0.0,5.0,5.0,0.569340244140625,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
417,SPY260918C00360000,2025-12-09 18:04:41+00:00,360.0,333.16,340.58,343.93,0.0,0.0,5.0,6.0,0.5564009204101563,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
418,SPY260918C00365000,2025-08-25 15:33:17+00:00,365.0,292.84,308.48,312.35,0.0,0.0,,5.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
419,SPY260918C00370000,2025-09-17 18:15:26+00:00,370.0,299.26,305.33,309.15,0.0,0.0,2.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
420,SPY260918C00375000,2025-12-16 15:38:56+00:00,375.0,311.16,326.16,329.5,0.0,0.0,1.0,2.0,0.5364121066284181,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
421,SPY260918C00380000,2025-12-16 14:30:01+00:00,380.0,306.75,321.36,324.71,0.0,0.0,3.0,3.0,0.5299424447631836,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
422,SPY260918C00385000,2026-01-09 18:17:09+00:00,385.0,317.81,316.56,319.92,12.299988,4.0260506,1.0,97.0,0.5235033001708984,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
423,SPY260918C00390000,2026-01-07 19:17:22+00:00,390.0,310.7,311.76,315.12,0.0,0.0,2.0,1.0,0.5169726037597657,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
424,SPY260918C00395000,2025-11-18 15:44:55+00:00,395.0,276.4,305.23,308.53,0.0,0.0,2.0,4.0,0.5088550091552735,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
425,SPY260918C00400000,2026-01-07 14:33:28+00:00,400.0,301.73,302.18,305.54,0.0,0.0,14.0,24.0,0.5042163836669922,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
426,SPY260918C00405000,2025-12-18 16:37:06+00:00,405.0,285.0,297.39,300.75,0.0,0.0,1.0,5.0,0.5200853656005859,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
427,SPY260918C00410000,2026-01-05 20:51:20+00:00,410.0,288.04,292.6,295.96,0.0,0.0,1.0,11.0,0.5131884619140624,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
428,SPY260918C00415000,2026-01-09 17:29:29+00:00,415.0,289.41,287.82,291.18,2.2900085,0.7975789,7.0,72.0,0.5064136273193358,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
429,SPY260918C00420000,2025-12-18 20:00:52+00:00,420.0,265.95,283.04,286.39,0.0,0.0,1.0,43.0,0.49954724090576175,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
430,SPY260918C00425000,2025-12-30 19:49:34+00:00,425.0,274.38,278.26,281.62,0.0,0.0,1.0,4.0,0.4929249926757813,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
431,SPY260918C00430000,2026-01-02 19:55:20+00:00,430.0,265.01,273.49,276.84,0.0,0.0,10.0,394.0,0.4861806753540039,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
432,SPY260918C00435000,2025-06-30 17:22:04+00:00,435.0,204.15,243.16,247.03,0.0,0.0,,4.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
433,SPY260918C00440000,2025-11-26 15:04:41+00:00,440.0,252.22,262.24,265.6,0.0,0.0,6.0,8.0,0.4536797796630859,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
434,SPY260918C00445000,2025-08-28 14:14:13+00:00,445.0,220.63,238.27,241.22,0.0,0.0,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
435,SPY260918C00450000,2026-01-02 15:04:05+00:00,450.0,249.0,254.45,257.81,0.0,0.0,1.0,167.0,0.46025625198364256,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
436,SPY260918C00455000,2025-11-21 16:00:23+00:00,455.0,215.64,248.01,251.37,0.0,0.0,6.0,251.0,0.4359187268066406,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
437,SPY260918C00460000,2026-01-08 15:08:31+00:00,460.0,242.26,244.96,248.32,0.0,0.0,2.0,115.0,0.44751529052734373,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
438,SPY260918C00465000,2025-12-26 15:05:30+00:00,465.0,239.3,240.22,243.58,0.0,0.0,10.0,10.0,0.4411982150268554,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
439,SPY260918C00470000,2025-11-11 20:56:26+00:00,470.0,230.9,233.83,237.21,0.0,0.0,2.0,8.0,0.41867646759033206,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
440,SPY260918C00475000,2025-10-29 13:51:54+00:00,475.0,232.72,220.73,224.23,0.0,0.0,1.0,7.0,0.31445998046874996,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
441,SPY260918C00480000,2025-11-24 20:06:04+00:00,480.0,207.51,224.41,227.78,0.0,0.0,1.0,25.0,0.4071104211425781,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
442,SPY260918C00485000,2025-12-12 15:46:36+00:00,485.0,215.78,221.37,224.72,0.0,0.0,2.0,13.0,0.41666232757568356,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
443,SPY260918C00490000,2025-11-18 16:32:49+00:00,490.0,192.36,214.98,217.86,0.0,0.0,1.0,23.0,0.3908447146606445,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
444,SPY260918C00495000,2025-11-25 15:14:08+00:00,495.0,192.26,210.36,213.84,0.0,0.0,8.0,84.0,0.3913940255737304,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
445,SPY260918C00500000,2026-01-08 19:15:51+00:00,500.0,203.59,207.33,210.68,0.0,0.0,3.0,113.0,0.39894705062866215,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
446,SPY260918C00505000,2026-01-08 15:00:11+00:00,505.0,198.97,202.67,206.02,0.0,0.0,1.0,40.0,0.39314876876831056,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
447,SPY260918C00510000,2025-12-03 15:15:38+00:00,510.0,189.95,196.41,199.84,0.0,0.0,11.0,37.0,0.3746400427246094,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
448,SPY260918C00515000,2026-01-05 17:01:30+00:00,515.0,190.32,193.38,196.74,0.0,0.0,1.0,3454.0,0.38173530868530264,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
449,SPY260918C00520000,2026-01-07 19:08:55+00:00,520.0,189.41,188.76,192.12,0.0,0.0,3.0,40.0,0.37612013046264653,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
450,SPY260918C00525000,2026-01-02 15:25:29+00:00,525.0,174.4,184.16,187.52,0.0,0.0,1.0,126.0,0.3706117626953125,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
451,SPY260918C00530000,2026-01-06 14:30:12+00:00,530.0,176.84,179.57,182.93,0.0,0.0,1.0,100.0,0.36511865356445317,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
452,SPY260918C00535000,2026-01-02 16:49:22+00:00,535.0,165.22,174.99,178.33,0.0,0.0,3.0,64.0,0.3594882167053222,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
453,SPY260918C00540000,2026-01-07 20:59:33+00:00,540.0,168.2,170.43,173.77,0.0,0.0,1.0,145.0,0.35408665939331047,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
454,SPY260918C00545000,2026-01-05 17:11:53+00:00,545.0,165.25,165.89,169.23,2.300003,1.4114778,1.0,70.0,0.3487613952636719,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
455,SPY260918C00550000,2026-01-09 18:41:32+00:00,550.0,163.52,161.36,164.7,5.5200043,3.4936738,3.0,1010.0,0.3434361311340332,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
456,SPY260918C00555000,2026-01-09 19:53:09+00:00,555.0,159.26,156.85,160.19,11.299988,7.637191,5.0,80.0,0.338171901550293,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
457,SPY260918C00560000,2026-01-09 17:16:40+00:00,560.0,153.79,152.36,155.71,1.7899933,1.1776271,1.0,89.0,0.33301448242187504,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
458,SPY260918C00565000,2026-01-08 19:44:30+00:00,565.0,144.77,147.9,151.25,0.0,0.0,17.0,1330.0,0.32791809783935544,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
459,SPY260918C00570000,2026-01-07 17:28:24+00:00,570.0,145.11,143.46,146.71,0.0,0.0,1.0,197.0,0.32220373847961425,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
460,SPY260918C00575000,2026-01-07 17:28:24+00:00,575.0,140.77,139.04,142.28,0.0,0.0,1.0,93.0,0.31711498321533205,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
461,SPY260918C00580000,2026-01-07 20:25:30+00:00,580.0,133.5,134.64,137.89,0.0,0.0,1.0,130.0,0.31215592636108397,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
462,SPY260918C00585000,2026-01-05 17:37:43+00:00,585.0,127.41,130.27,133.52,0.0,0.0,1.0,35.0,0.3072273867797851,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
463,SPY260918C00590000,2026-01-09 17:17:14+00:00,590.0,127.43,125.93,129.17,0.8499985,0.6715109,2.0,82.0,0.30229121788024904,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
464,SPY260918C00595000,2026-01-06 20:03:07+00:00,595.0,121.81,121.62,124.86,0.0,0.0,2.0,118.0,0.2974771180725097,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
465,SPY260918C00600000,2026-01-09 20:43:17+00:00,600.0,119.52,117.33,120.54,4.109993,3.5612102,9.0,187.0,0.2924722853088378,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
466,SPY260918C00605000,2026-01-09 20:43:09+00:00,605.0,115.19,113.07,116.31,3.9200058,3.5229676,1.0,86.0,0.2878412891387938,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
467,SPY260918C00610000,2026-01-09 18:54:57+00:00,610.0,110.73,108.86,112.08,4.2700043,4.0109,7.0,297.0,0.2830729652404785,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
468,SPY260918C00615000,2026-01-09 20:20:51+00:00,615.0,106.98,104.64,107.88,4.580002,4.472658,9.0,155.0,0.2783198999786377,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
469,SPY260918C00620000,2026-01-09 17:51:29+00:00,620.0,102.26,100.47,103.72,3.7300034,3.7856526,4.0,270.0,0.27362786926269533,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
470,SPY260918C00625000,2026-01-07 14:53:23+00:00,625.0,98.4,97.27,98.5,1.1100006,1.1409196,5.0,391.0,0.26328251373291023,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
471,SPY260918C00630000,2026-01-09 19:08:20+00:00,630.0,94.21,93.18,94.37,4.330002,4.817537,13.0,638.0,0.25851418983459484,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
472,SPY260918C00635000,2026-01-09 20:18:04+00:00,635.0,90.55,88.19,91.45,4.760002,5.5484347,6.0,640.0,0.25965095825195317,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
473,SPY260918C00640000,2026-01-09 18:35:15+00:00,640.0,85.95,85.09,86.33,-0.1700058,-0.1974057,16.0,758.0,0.24956499954223632,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
474,SPY260918C00645000,2026-01-09 17:40:11+00:00,645.0,82.06,81.12,82.12,3.159996,4.0050645,1.0,577.0,0.24387352813720703,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
475,SPY260918C00650000,2026-01-09 20:38:22+00:00,650.0,78.15,77.19,78.4,3.25,4.3391185,17.0,875.0,0.24035641242980954,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
476,SPY260918C00655000,2026-01-08 20:35:02+00:00,655.0,74.21,73.3,74.52,2.949997,4.1397653,3.0,496.0,0.23584748535156247,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
477,SPY260918C00660000,2026-01-09 20:59:36+00:00,660.0,70.27,69.47,70.69,3.4399948,5.1473813,2.0,1513.0,0.23133855827331543,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
478,SPY260918C00665000,2026-01-09 21:02:55+00:00,665.0,66.35,64.8,68.04,3.199997,5.067295,1.0,1376.0,0.23202519691467285,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
479,SPY260918C00670000,2026-01-09 20:17:24+00:00,670.0,63.39,61.08,64.32,1.8199997,2.9559846,30.0,1418.0,0.22747812324523922,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
480,SPY260918C00675000,2026-01-09 18:43:54+00:00,675.0,59.44,58.29,59.55,3.6899986,6.618831,1.0,1220.0,0.2179643634033203,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
481,SPY260918C00680000,2026-01-09 19:59:43+00:00,680.0,56.12,54.68,55.95,3.3199997,6.287878,7.0,2986.0,0.2134783242797852,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
482,SPY260918C00685000,2026-01-09 19:24:02+00:00,685.0,52.5,51.15,52.39,3.1699982,6.4261055,16.0,2706.0,0.20887784538269039,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
483,SPY260918C00690000,2026-01-09 21:08:13+00:00,690.0,48.32,47.68,49.2,2.540001,5.5482764,211.0,2483.0,0.2055972385406494,True,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
484,SPY260918C00695000,2026-01-09 19:27:43+00:00,695.0,45.64,43.47,46.74,2.9799995,6.9854655,13.0,959.0,0.20517762603759765,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
485,SPY260918C00700000,2026-01-09 20:25:42+00:00,700.0,42.69,41.1,42.37,3.3400002,8.487929,84.0,4685.0,0.19605296142578127,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
486,SPY260918C00705000,2026-01-09 20:39:36+00:00,705.0,39.21,38.51,38.61,2.9799995,8.225226,3.0,2373.0,0.18923998023986818,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
487,SPY260918C00710000,2026-01-09 19:49:47+00:00,710.0,36.27,35.48,35.57,3.1899986,9.643284,22.0,2448.0,0.18517355361938476,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
488,SPY260918C00715000,2026-01-09 20:56:25+00:00,715.0,32.87,32.56,32.65,2.3899994,7.8412056,87.0,1436.0,0.18121393745422362,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
489,SPY260918C00720000,2026-01-09 20:38:22+00:00,720.0,30.5,29.78,29.86,2.58,9.240687,71.0,8016.0,0.17738401969909667,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
490,SPY260918C00725000,2026-01-09 19:49:47+00:00,725.0,27.83,27.12,27.21,2.8099995,11.231012,19.0,2702.0,0.17371431762695314,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
491,SPY260918C00730000,2026-01-09 20:59:57+00:00,730.0,24.75,24.61,24.69,1.6200008,7.0038953,28.0,48145.0,0.17014379669189456,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
492,SPY260918C00735000,2026-01-09 20:34:47+00:00,735.0,22.35,22.25,22.33,1.8600006,9.077601,113.0,5160.0,0.16678689666748053,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
493,SPY260918C00740000,2026-01-09 20:38:35+00:00,740.0,20.57,20.03,20.11,1.8899994,10.117769,61.0,3409.0,0.1635520657348633,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
494,SPY260918C00745000,2026-01-09 20:38:35+00:00,745.0,18.49,17.97,18.04,1.8099995,10.8513155,60.0,1579.0,0.16048507980346682,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
495,SPY260918C00750000,2026-01-09 21:02:16+00:00,750.0,16.15,16.07,16.13,1.4899998,10.16371,1624.0,55652.0,0.15763171478271482,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
496,SPY260918C00755000,2026-01-09 17:07:51+00:00,755.0,14.6,14.31,14.37,1.4200001,10.7739,2.0,672.0,0.1549461947631836,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
497,SPY260918C00760000,2026-01-08 19:43:41+00:00,760.0,11.54,12.71,12.77,0.0,0.0,25.0,2335.0,0.1525048129272461,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
498,SPY260918C00765000,2026-01-09 19:02:54+00:00,765.0,11.54,11.25,11.31,1.29,12.585365,4.0,10552.0,0.15023127609252934,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
499,SPY260918C00770000,2026-01-09 20:51:13+00:00,770.0,10.15,9.93,9.99,1.1700001,13.028955,34.0,1306.0,0.14814084289550783,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
500,SPY260918C00775000,2026-01-07 16:59:12+00:00,775.0,9.21,8.75,8.8,0.0,0.0,1.0,1553.0,0.14623351333618162,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
501,SPY260918C00780000,2026-01-09 19:04:31+00:00,780.0,7.93,7.69,7.74,0.73,10.138889,63.0,7387.0,0.14452454605102538,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
502,SPY260918C00785000,2026-01-09 19:24:11+00:00,785.0,7.05,6.75,6.79,0.9100003,14.820853,95.0,7951.0,0.14296816513061522,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
503,SPY260918C00790000,2026-01-09 18:51:45+00:00,790.0,6.09,5.9,5.95,0.5799999,10.526314,6.0,9698.0,0.1415796292114258,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
504,SPY260918C00795000,2026-01-09 19:26:09+00:00,795.0,5.38,5.16,5.2,0.6300001,13.26316,24.0,6054.0,0.14029790374755857,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
505,SPY260918C00800000,2026-01-09 20:58:56+00:00,800.0,4.59,4.5,4.54,0.46000004,11.138015,322.0,12528.0,0.13916876464843753,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
506,SPY260918C00805000,2026-01-09 17:14:06+00:00,805.0,4.02,3.92,3.96,0.42000008,11.666669,266.0,696.0,0.1381922119140625,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
507,SPY260918C00810000,2026-01-09 21:01:22+00:00,810.0,3.44,3.42,3.45,0.28999996,9.206347,51.0,1349.0,0.1373072109985352,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
508,SPY260918C00815000,2026-01-09 15:56:29+00:00,815.0,2.87,2.97,3.0,0.17999983,6.691443,428.0,2373.0,0.13649850326538088,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
509,SPY260918C00820000,2026-01-08 18:03:28+00:00,820.0,2.41,2.58,2.61,0.01999998,0.83681923,9.0,3343.0,0.13582712326049806,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
510,SPY260918C00825000,2026-01-08 20:35:05+00:00,825.0,2.07,2.25,2.27,0.0,0.0,204.0,1906.0,0.13526255371093754,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
511,SPY260918C00830000,2026-01-09 21:03:59+00:00,830.0,1.98,1.95,1.98,0.20000005,11.235957,4.0,469.0,0.1348658291625977,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
512,SPY260918C00835000,2026-01-08 18:03:58+00:00,835.0,1.58,1.69,1.72,0.0,0.0,18.0,1503.0,0.1344385873413086,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
513,SPY260918C00840000,2026-01-08 18:04:08+00:00,840.0,1.48,1.47,1.5,0.110000014,8.029198,1.0,867.0,0.13416393188476564,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
514,SPY260918C00845000,2026-01-08 18:04:17+00:00,845.0,1.19,1.28,1.3,0.0,0.0,13.0,883.0,0.13382824188232423,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
515,SPY260918C00850000,2026-01-09 20:59:55+00:00,850.0,1.14,1.11,1.13,0.110000014,10.679613,51.0,3937.0,0.1336146209716797,False,REGULAR,USD,2026-09-18,EuropeanCall,694.4400024414062
